bike_id,user_type,member_birth_year,member_gender
3387,Subscriber,1994.0,Male
3035,Subscriber,1977.0,Male
2277,Subscriber,,
3164,Subscriber,1991.0,Female
1675,Customer,,
405,Subscriber,1960.0,Male
2290,Subscriber,1965.0,Male
917,Customer,1997.0,Female
547,Subscriber,1991.0,Female
502,Subscriber,1979.0,Male
1121,Subscriber,1993.0,Female
1586,Customer,1991.0,Male
741,Subscriber,1981.0,Male
3034,Subscriber,1992.0,Male
823,Subscriber,1989.0,Male
1101,Subscriber,1989.0,Male
3592,Subscriber,1972.0,Male
1225,Subscriber,1989.0,Male
3348,Subscriber,1992.0,Female
2534,Subscriber,1994.0,Female
3191,Customer,1984.0,Male
443,Subscriber,1989.0,Female
3028,Subscriber,1972.0,Male
2941,Subscriber,1982.0,Male
2444,Subscriber,1985.0,Female
2859,Subscriber,1991.0,Female
1556,Subscriber,1961.0,Male
1598,Subscriber,1987.0,Male
3551,Subscriber,1986.0,Male
1260,Subscriber,1990.0,Female
1664,Subscriber,1989.0,Male
3516,Customer,1987.0,Male
1181,Subscriber,1987.0,Female
659,Subscriber,1994.0,Male
2203,Customer,1988.0,Male
3542,Subscriber,2000.0,Male
2730,Subscriber,1978.0,Male
1037,Subscriber,1994.0,Male
1834,Subscriber,1976.0,Male
2862,Subscriber,1975.0,Male
1248,Subscriber,1990.0,Male
2523,Customer,1984.0,Male
1752,Subscriber,1986.0,Male
2818,Subscriber,1994.0,Male
183,Subscriber,1982.0,Female
1503,Subscriber,1994.0,Male
1755,Subscriber,1992.0,Male
1097,Subscriber,1989.0,Female
3649,Subscriber,1995.0,Male
3526,Subscriber,1985.0,Male
1610,Subscriber,1920.0,Male
1828,Customer,1993.0,Female
3666,Subscriber,,
3138,Subscriber,1995.0,Female
756,Customer,1982.0,Male
694,Subscriber,1995.0,Male
3254,Subscriber,,
75,Subscriber,1990.0,Male
507,Subscriber,1988.0,Female
31,Subscriber,1965.0,Male
198,Subscriber,1973.0,Female
72,Subscriber,1984.0,Male
2999,Subscriber,1990.0,Male
3319,Subscriber,1988.0,Male
360,Subscriber,1978.0,Male
3571,Subscriber,1996.0,Female
457,Subscriber,1984.0,Female
2185,Subscriber,1968.0,Male
1899,Subscriber,1985.0,Male
763,Subscriber,1985.0,Male
2543,Subscriber,1980.0,Female
773,Subscriber,2000.0,Male
209,Subscriber,1991.0,Male
1325,Subscriber,1993.0,Male
1514,Subscriber,1978.0,Female
3182,Subscriber,1984.0,Male
1686,Subscriber,1990.0,Male
1619,Subscriber,1982.0,Female
2891,Subscriber,1979.0,Male
163,Subscriber,1992.0,Male
1726,Subscriber,1985.0,Male
2514,Subscriber,1990.0,Female
2347,Subscriber,1991.0,Female
3083,Subscriber,1959.0,Male
3554,Subscriber,1990.0,Male
1495,Subscriber,1974.0,Male
307,Subscriber,1996.0,Female
318,Subscriber,1981.0,Female
1907,Subscriber,1981.0,Male
3346,Subscriber,1988.0,Male
66,Subscriber,1974.0,Male
2741,Subscriber,1989.0,Male
236,Subscriber,1990.0,Female
2790,Subscriber,1991.0,Male
3294,Subscriber,1989.0,Male
2457,Subscriber,1989.0,Male
1839,Subscriber,1998.0,Female
865,Subscriber,1991.0,Male
283,Subscriber,1984.0,Male
2920,Subscriber,1982.0,Male
1852,Subscriber,1990.0,Male
641,Subscriber,1983.0,Female
1594,Subscriber,1991.0,Female
1305,Subscriber,1985.0,Male
3289,Subscriber,1997.0,Male
2830,Subscriber,1994.0,Female
2977,Subscriber,1989.0,Female
3718,Subscriber,1985.0,Male
2023,Subscriber,1974.0,Male
654,Subscriber,1997.0,Male
3325,Subscriber,1980.0,Female
2372,Subscriber,1999.0,Other
290,Customer,1995.0,Male
2571,Subscriber,1990.0,Female
1926,Subscriber,1998.0,Male
1255,Subscriber,1978.0,Male
1764,Subscriber,1962.0,Female
1334,Subscriber,1994.0,Male
1000,Subscriber,1987.0,Female
774,Subscriber,1990.0,Male
1958,Subscriber,1993.0,Male
3230,Customer,1992.0,Male
3435,Subscriber,1997.0,Male
2213,Subscriber,1984.0,Male
123,Customer,1967.0,Female
2630,Subscriber,1961.0,Male
2187,Subscriber,1975.0,Female
755,Customer,1988.0,Female
1020,Subscriber,1981.0,Female
2642,Subscriber,1988.0,Male
280,Subscriber,1972.0,Male
3375,Subscriber,1983.0,Male
97,Subscriber,1992.0,Female
2535,Subscriber,1990.0,Female
3314,Subscriber,1979.0,Male
268,Customer,1979.0,Male
3531,Subscriber,1986.0,Male
1242,Subscriber,1992.0,Male
872,Subscriber,1994.0,Male
3660,Subscriber,1989.0,Female
489,Subscriber,1992.0,Female
1256,Subscriber,1973.0,Male
3151,Subscriber,1987.0,Male
733,Subscriber,1993.0,Male
1375,Subscriber,1992.0,Female
2507,Subscriber,1970.0,Male
3050,Subscriber,1998.0,Male
707,Subscriber,1986.0,Male
2174,Subscriber,1974.0,Male
172,Subscriber,1973.0,Male
3643,Subscriber,1985.0,Female
3805,Subscriber,1957.0,Male
3118,Subscriber,1995.0,Male
1172,Subscriber,1981.0,Female
2854,Subscriber,1981.0,Male
3172,Subscriber,1992.0,Male
1140,Subscriber,1989.0,Male
3106,Subscriber,1984.0,Male
37,Subscriber,1995.0,Male
3146,Subscriber,1970.0,Male
2684,Subscriber,1979.0,Female
2960,Subscriber,1969.0,Male
246,Customer,1995.0,Male
2394,Subscriber,1986.0,Male
320,Subscriber,1994.0,Female
513,Customer,1991.0,Male
2509,Subscriber,1989.0,Male
1506,Customer,,
1648,Subscriber,1994.0,Female
1445,Subscriber,1977.0,Male
2510,Subscriber,1990.0,Male
2144,Subscriber,1981.0,Male
1291,Subscriber,1987.0,Male
3306,Subscriber,1990.0,Female
2006,Subscriber,1984.0,Male
3480,Subscriber,1996.0,Female
1046,Subscriber,1972.0,Female
653,Subscriber,1987.0,Male
1973,Subscriber,1987.0,Male
242,Subscriber,1982.0,Male
1195,Subscriber,1970.0,Male
2731,Subscriber,1992.0,Female
319,Subscriber,1975.0,Male
1397,Subscriber,,
260,Customer,1979.0,Male
3560,Subscriber,1978.0,Female
3456,Subscriber,1972.0,Male
1217,Customer,1986.0,Male
2931,Customer,1984.0,Female
1425,Subscriber,1990.0,Male
1835,Subscriber,1989.0,Male
3573,Subscriber,1987.0,Male
848,Subscriber,1987.0,Male
3434,Subscriber,1984.0,Male
3327,Subscriber,1988.0,Male
498,Subscriber,1989.0,Female
1502,Subscriber,1992.0,Male
1389,Subscriber,1983.0,Female
1031,Customer,,
1318,Customer,1999.0,Male
1120,Customer,1978.0,Male
336,Subscriber,1984.0,Male
3610,Subscriber,1984.0,Male
2371,Subscriber,1965.0,Male
1670,Subscriber,1981.0,Male
2235,Subscriber,1994.0,Male
1105,Subscriber,1967.0,Female
2083,Subscriber,1994.0,Male
1962,Subscriber,1984.0,Male
4229,Subscriber,1994.0,Male
1961,Subscriber,1994.0,Female
2967,Subscriber,1977.0,Male
1801,Subscriber,1994.0,Male
1937,Subscriber,,
1106,Subscriber,1976.0,Male
1705,Subscriber,1973.0,Male
3424,Subscriber,1973.0,Male
1525,Subscriber,1989.0,Male
2689,Subscriber,1984.0,Male
1963,Subscriber,1989.0,Female
1789,Subscriber,1973.0,Female
1363,Customer,1983.0,Male
3075,Subscriber,1980.0,Male
2104,Subscriber,1990.0,Male
1709,Subscriber,1997.0,Male
2845,Subscriber,1970.0,Female
2270,Subscriber,1965.0,Male
3518,Subscriber,1984.0,Male
672,Subscriber,1998.0,Male
2330,Subscriber,1969.0,Male
1799,Customer,1975.0,Male
2113,Subscriber,1981.0,Male
2406,Subscriber,2000.0,Male
683,Subscriber,1990.0,Female
3000,Subscriber,1997.0,Female
532,Subscriber,1990.0,Female
1104,Subscriber,1990.0,Female
3077,Subscriber,1964.0,Male
928,Customer,1989.0,Male
2602,Subscriber,1982.0,Male
138,Subscriber,1995.0,Male
828,Subscriber,1988.0,Male
2611,Subscriber,1967.0,Male
3944,Subscriber,1991.0,Male
2047,Subscriber,1996.0,Female
2821,Subscriber,1963.0,Male
2164,Subscriber,1986.0,Female
67,Customer,1995.0,Male
2320,Subscriber,1977.0,Female
2271,Subscriber,1993.0,Female
447,Subscriber,1991.0,Male
794,Subscriber,1987.0,Female
1469,Subscriber,1997.0,Female
2262,Subscriber,1991.0,Male
3494,Subscriber,1985.0,Male
1456,Subscriber,1988.0,Male
1224,Subscriber,1995.0,Male
991,Customer,1990.0,Male
2848,Subscriber,1996.0,Male
3484,Customer,1984.0,Male
2326,Subscriber,1994.0,Male
1999,Subscriber,1993.0,Female
52,Customer,1991.0,Male
464,Subscriber,1987.0,Male
1953,Subscriber,1987.0,Male
3392,Subscriber,1968.0,Male
2098,Subscriber,1957.0,Male
102,Subscriber,1977.0,Male
3594,Subscriber,1975.0,Male
3676,Subscriber,1994.0,Male
2300,Subscriber,1980.0,Male
2053,Customer,,
1199,Customer,,
3091,Subscriber,1970.0,Male
582,Subscriber,1989.0,Female
3060,Subscriber,1995.0,Female
1922,Customer,1973.0,Male
1860,Subscriber,1975.0,Male
1542,Subscriber,1984.0,Male
1532,Subscriber,1984.0,Female
3109,Subscriber,1977.0,Female
685,Customer,1995.0,Male
3699,Subscriber,1989.0,Male
1553,Subscriber,1986.0,Female
2279,Subscriber,1976.0,Female
3261,Subscriber,1991.0,Male
2017,Subscriber,1991.0,Male
1555,Subscriber,1995.0,Male
2166,Subscriber,1986.0,Male
563,Subscriber,1994.0,Male
2694,Subscriber,1989.0,Male
3310,Customer,,
1919,Subscriber,1992.0,Male
1045,Subscriber,1986.0,Male
1884,Subscriber,1978.0,Female
1007,Subscriber,1991.0,Male
1768,Subscriber,1989.0,Male
1235,Subscriber,1969.0,Male
3025,Subscriber,1989.0,Male
386,Subscriber,1985.0,Male
1802,Subscriber,1987.0,Male
2419,Subscriber,1982.0,Male
2664,Customer,1991.0,Male
2576,Subscriber,1987.0,Female
2508,Subscriber,1986.0,Female
985,Subscriber,1994.0,Female
3669,Subscriber,1993.0,Male
3478,Subscriber,1986.0,Male
1760,Subscriber,1975.0,Male
3729,Subscriber,1989.0,Male
2138,Subscriber,1987.0,Male
251,Subscriber,1982.0,Female
1085,Subscriber,1984.0,Female
594,Subscriber,1990.0,Female
797,Subscriber,1950.0,Male
357,Subscriber,1989.0,Male
2460,Subscriber,1977.0,Male
1047,Customer,1979.0,Male
1900,Subscriber,1978.0,Male
150,Subscriber,1978.0,Male
1188,Subscriber,1994.0,Female
907,Subscriber,1960.0,Female
2218,Subscriber,1979.0,Male
1279,Customer,1987.0,Female
1485,Subscriber,1985.0,Male
1369,Subscriber,1993.0,Male
1103,Customer,1984.0,Other
2607,Subscriber,1976.0,Male
2175,Subscriber,1995.0,Male
3147,Subscriber,1988.0,Male
3659,Subscriber,1978.0,Male
1818,Subscriber,1993.0,Male
655,Subscriber,1965.0,Male
1493,Subscriber,1979.0,Male
2519,Subscriber,1968.0,Male
740,Subscriber,1963.0,Female
2566,Subscriber,1980.0,Male
1666,Subscriber,1980.0,Male
768,Subscriber,1991.0,Female
2172,Subscriber,1988.0,Male
586,Subscriber,1997.0,Male
1315,Subscriber,1993.0,Male
1413,Subscriber,1989.0,Female
3664,Subscriber,1989.0,Male
2583,Customer,1992.0,Male
859,Subscriber,1993.0,Male
3368,Subscriber,1986.0,Female
3167,Subscriber,1987.0,Female
1164,Subscriber,1987.0,Male
135,Subscriber,1987.0,Male
3006,Subscriber,1970.0,Male
1177,Customer,,
151,Subscriber,1986.0,Female
2691,Subscriber,1984.0,Female
3364,Subscriber,1984.0,Male
1683,Subscriber,1978.0,Male
2983,Subscriber,1987.0,Male
2569,Subscriber,1995.0,Male
1889,Subscriber,1991.0,Male
2670,Subscriber,1984.0,Male
300,Customer,,
1115,Customer,,
1258,Customer,,
3638,Subscriber,1986.0,Female
63,Subscriber,1978.0,Male
1251,Subscriber,1983.0,Male
2473,Subscriber,1987.0,Male
2825,Subscriber,1988.0,Female
1123,Subscriber,1981.0,Male
2348,Customer,,
3216,Customer,,
1888,Subscriber,1900.0,Male
3397,Subscriber,1991.0,Female
1481,Subscriber,1972.0,Male
2089,Subscriber,1979.0,Female
2740,Subscriber,1974.0,Male
4218,Subscriber,1983.0,Male
421,Subscriber,1992.0,Female
1712,Subscriber,1975.0,Female
3590,Subscriber,1992.0,Female
2434,Subscriber,1984.0,Female
1788,Subscriber,1996.0,Female
258,Subscriber,1974.0,Female
1365,Subscriber,1989.0,Male
3269,Subscriber,1966.0,Male
2007,Subscriber,1988.0,Male
572,Subscriber,1991.0,Male
1406,Subscriber,1989.0,Male
2718,Subscriber,1979.0,Male
444,Subscriber,,
1875,Customer,1991.0,Female
3427,Subscriber,1987.0,Male
3675,Subscriber,1992.0,Male
1036,Subscriber,1989.0,Male
1212,Subscriber,1989.0,Male
1300,Subscriber,1983.0,Male
1563,Customer,1976.0,Female
3567,Subscriber,1987.0,Male
569,Subscriber,1997.0,Male
1323,Subscriber,1993.0,Male
230,Subscriber,1986.0,Male
2227,Customer,1984.0,Other
3293,Subscriber,1970.0,Male
3228,Subscriber,1991.0,Male
326,Subscriber,1973.0,Male
3440,Subscriber,1965.0,Male
690,Subscriber,1986.0,Male
2778,Subscriber,1994.0,Male
3005,Subscriber,1979.0,Male
1517,Subscriber,1980.0,Male
2052,Subscriber,1986.0,Male
3752,Subscriber,1986.0,Female
1451,Subscriber,1976.0,Male
3646,Subscriber,1970.0,Male
220,Subscriber,1989.0,Male
2915,Subscriber,1976.0,Male
294,Subscriber,1986.0,Male
2533,Subscriber,1982.0,Male
2901,Customer,1984.0,Female
3705,Subscriber,1988.0,Male
1393,Subscriber,1986.0,Female
554,Subscriber,1989.0,Male
778,Subscriber,1992.0,Male
809,Subscriber,1980.0,Male
3009,Subscriber,1992.0,Male
4026,Subscriber,1993.0,Male
1579,Subscriber,1960.0,Female
1960,Subscriber,1982.0,Female
3753,Subscriber,,
3135,Subscriber,1976.0,Male
3309,Subscriber,1974.0,Male
2192,Subscriber,1989.0,Male
3212,Subscriber,1974.0,Female
1288,Customer,1996.0,Male
1056,Subscriber,1993.0,Male
2516,Subscriber,1963.0,Male
893,Subscriber,1992.0,Male
2625,Subscriber,1971.0,Male
311,Subscriber,1976.0,Male
695,Subscriber,1988.0,Female
397,Subscriber,1980.0,Female
958,Subscriber,1992.0,Male
612,Subscriber,1995.0,Male
3841,Subscriber,1995.0,Male
1025,Subscriber,1994.0,Male
2180,Subscriber,1987.0,Female
1209,Subscriber,1991.0,Female
1894,Subscriber,1995.0,Male
597,Subscriber,1985.0,Male
1645,Subscriber,1991.0,Male
662,Subscriber,1960.0,Male
2749,Subscriber,1985.0,Male
2003,Subscriber,1985.0,Male
1477,Subscriber,1996.0,Male
155,Customer,,
227,Customer,1993.0,Female
2297,Subscriber,1989.0,Female
3655,Subscriber,1987.0,Male
2321,Subscriber,1988.0,Female
133,Subscriber,1972.0,Female
3283,Customer,1996.0,Male
2711,Subscriber,1990.0,Female
1324,Subscriber,1997.0,Male
860,Customer,,
475,Subscriber,1988.0,Male
201,Subscriber,1979.0,Female
3015,Subscriber,1993.0,Female
700,Subscriber,1991.0,Male
2128,Subscriber,1990.0,Female
3469,Subscriber,1993.0,Male
2738,Customer,1995.0,Male
680,Subscriber,1968.0,Male
2127,Subscriber,1963.0,Male
3672,Customer,1984.0,Male
465,Subscriber,1983.0,Male
437,Subscriber,1984.0,Male
253,Subscriber,1969.0,Male
107,Customer,1969.0,Male
274,Subscriber,1974.0,Male
2341,Subscriber,1992.0,Female
623,Subscriber,1991.0,Male
1180,Subscriber,1978.0,Male
293,Subscriber,1980.0,Male
1863,Customer,,
2581,Subscriber,1973.0,Male
2223,Subscriber,1987.0,Female
1883,Subscriber,1982.0,Male
1233,Subscriber,1969.0,Female
2882,Customer,,
1368,Subscriber,1945.0,Male
1262,Subscriber,1990.0,Female
847,Subscriber,1990.0,Male
14,Subscriber,1900.0,Male
3154,Subscriber,1981.0,Male
3120,Subscriber,1971.0,Female
2176,Subscriber,1987.0,Male
312,Subscriber,1989.0,Male
1147,Subscriber,1962.0,Male
1728,Subscriber,1996.0,Female
3169,Subscriber,1991.0,Male
2563,Subscriber,1982.0,Other
1238,Subscriber,1995.0,Male
1587,Customer,1995.0,Male
3451,Subscriber,1996.0,Male
1540,Customer,1987.0,Male
713,Subscriber,1985.0,Female
3020,Subscriber,1975.0,Male
2729,Subscriber,1971.0,Male
322,Customer,1993.0,Female
55,Subscriber,1997.0,Female
2629,Subscriber,1998.0,Male
838,Subscriber,1985.0,Male
3238,Subscriber,1968.0,Male
1498,Customer,,
2786,Subscriber,1995.0,Female
2736,Subscriber,1978.0,Male
2054,Customer,1973.0,Female
3966,Subscriber,1994.0,Male
1228,Subscriber,1982.0,Female
780,Subscriber,1968.0,Male
1152,Subscriber,1988.0,Female
1805,Subscriber,1971.0,Male
2201,Customer,1993.0,Male
458,Customer,1995.0,Male
3510,Subscriber,1968.0,Male
528,Subscriber,1978.0,Male
3363,Customer,1983.0,Male
3087,Customer,1995.0,Male
3117,Subscriber,1987.0,Male
2101,Subscriber,1984.0,Male
1521,Subscriber,1988.0,Female
158,Subscriber,1979.0,Male
1134,Subscriber,1989.0,Male
149,Subscriber,1994.0,Male
3391,Subscriber,1995.0,Female
3403,Customer,1985.0,Male
999,Subscriber,1995.0,Male
1090,Customer,1984.0,Female
3418,Subscriber,1978.0,Male
2374,Subscriber,1992.0,Male
119,Subscriber,1977.0,Female
2449,Subscriber,1986.0,Male
216,Subscriber,1957.0,Male
590,Subscriber,1973.0,Female
2018,Subscriber,1965.0,Male
2422,Subscriber,1966.0,Male
3800,Subscriber,1970.0,Male
3285,Subscriber,1986.0,Male
3237,Subscriber,1956.0,Male
2623,Subscriber,1977.0,Female
390,Subscriber,1996.0,Other
3058,Subscriber,1967.0,Male
1326,Subscriber,1985.0,Male
1107,Subscriber,1989.0,Male
3946,Subscriber,1982.0,Male
3419,Subscriber,1974.0,Female
1124,Subscriber,1986.0,Male
3415,Customer,1986.0,Male
68,Subscriber,1997.0,Male
3115,Subscriber,1980.0,Female
3657,Subscriber,1983.0,Male
1335,Subscriber,1967.0,Male
692,Subscriber,1968.0,Male
2767,Subscriber,1985.0,Female
3618,Subscriber,1981.0,Female
2799,Subscriber,1991.0,Male
3460,Subscriber,1992.0,Female
889,Subscriber,1988.0,Male
364,Subscriber,1969.0,Female
556,Customer,1994.0,Male
411,Subscriber,1983.0,Male
2978,Subscriber,1991.0,Male
3233,Subscriber,1992.0,Male
3088,Subscriber,1966.0,Male
13,Customer,1986.0,Male
526,Subscriber,1998.0,Male
3684,Subscriber,1982.0,Female
1593,Subscriber,1994.0,Male
3709,Subscriber,1980.0,Male
1071,Subscriber,1991.0,Male
3507,Subscriber,1988.0,Male
1528,Subscriber,1985.0,Female
1012,Subscriber,1968.0,Male
2939,Subscriber,1989.0,Male
2971,Subscriber,1984.0,Female
1557,Subscriber,1980.0,Female
1946,Subscriber,1976.0,Male
2520,Subscriber,1981.0,Male
3031,Subscriber,1988.0,Male
1396,Subscriber,1977.0,Male
2549,Subscriber,1982.0,Male
2357,Subscriber,1978.0,Male
1843,Customer,1985.0,Female
603,Customer,1995.0,Female
3134,Customer,1981.0,Male
1763,Subscriber,1987.0,Male
3505,Subscriber,1983.0,Male
1339,Subscriber,1975.0,Male
3248,Subscriber,1988.0,Male
3259,Customer,1959.0,Male
852,Subscriber,1978.0,Male
1917,Subscriber,1981.0,Male
1247,Subscriber,,
751,Subscriber,1983.0,Male
3347,Subscriber,,
703,Subscriber,1955.0,Male
3629,Subscriber,1971.0,Male
2673,Customer,1971.0,Male
3089,Subscriber,1981.0,Female
1581,Subscriber,1996.0,Male
3747,Subscriber,1988.0,Male
3733,Subscriber,1987.0,Male
2351,Subscriber,1965.0,Male
3490,Customer,1986.0,Female
1319,Subscriber,1954.0,Male
3177,Customer,1969.0,Male
1916,Subscriber,1971.0,Male
1161,Subscriber,1982.0,Male
288,Subscriber,1985.0,Male
2957,Subscriber,1996.0,Male
2951,Subscriber,1985.0,Male
3343,Subscriber,1987.0,Male
899,Subscriber,1991.0,Male
3697,Subscriber,1978.0,Male
12,Customer,,
2129,Subscriber,1975.0,Male
1081,Customer,,
1975,Subscriber,1992.0,Male
3258,Subscriber,1992.0,Male
499,Subscriber,1988.0,Male
856,Subscriber,1997.0,Female
2139,Subscriber,1996.0,Male
1203,Customer,1997.0,Female
2474,Subscriber,1989.0,Female
2123,Subscriber,1987.0,Male
1909,Subscriber,1971.0,Male
3746,Customer,1992.0,Male
2559,Subscriber,1989.0,Male
1756,Subscriber,1980.0,Male
830,Subscriber,1964.0,Female
3388,Subscriber,1992.0,Male
1061,Customer,,
84,Subscriber,2000.0,Male
2518,Subscriber,1996.0,Female
1602,Subscriber,1962.0,Female
802,Subscriber,1965.0,Male
3333,Subscriber,1970.0,Male
1824,Subscriber,1992.0,Male
3466,Subscriber,1979.0,Male
2910,Customer,1988.0,Female
1596,Subscriber,1979.0,Male
140,Subscriber,1988.0,Male
1589,Subscriber,1984.0,Male
3549,Subscriber,1990.0,Female
977,Subscriber,1975.0,Female
2119,Subscriber,1988.0,Male
2492,Subscriber,1992.0,Male
422,Subscriber,1991.0,Male
3989,Subscriber,1993.0,Male
2940,Subscriber,1990.0,Male
391,Subscriber,1957.0,Female
578,Subscriber,1967.0,Male
2868,Subscriber,1966.0,Male
1141,Subscriber,1982.0,Other
1720,Subscriber,1980.0,Male
2595,Subscriber,1995.0,Male
1423,Subscriber,1990.0,Female
1204,Customer,1967.0,Female
147,Subscriber,1996.0,Female
2467,Subscriber,1973.0,Male
182,Customer,1984.0,Male
1364,Subscriber,1994.0,Female
3804,Subscriber,1977.0,Male
3220,Customer,1993.0,Male
4044,Subscriber,1994.0,Male
488,Subscriber,1965.0,Male
3794,Subscriber,1957.0,Male
3339,Customer,,
769,Subscriber,1970.0,Male
2614,Subscriber,1972.0,Female
3358,Customer,1977.0,Male
1572,Subscriber,1976.0,Male
2125,Subscriber,1983.0,Male
1440,Customer,1987.0,Male
2236,Subscriber,1985.0,Female
1340,Customer,1996.0,Male
765,Subscriber,1983.0,Male
573,Subscriber,1987.0,Male
3544,Subscriber,1992.0,Other
815,Subscriber,1985.0,Male
1383,Subscriber,1971.0,Male
964,Subscriber,1969.0,Male
4217,Customer,1982.0,Male
1966,Subscriber,1981.0,Male
1494,Subscriber,1949.0,Male
1287,Subscriber,1989.0,Male
3430,Subscriber,1988.0,Female
4002,Subscriber,1996.0,Female
3568,Subscriber,1973.0,Female
696,Subscriber,1987.0,Male
166,Subscriber,1990.0,Male
2903,Subscriber,1993.0,Male
70,Subscriber,1963.0,Male
1099,Subscriber,1991.0,Male
798,Subscriber,1989.0,Male
1612,Customer,1973.0,Male
867,Subscriber,1990.0,Male
2987,Subscriber,1997.0,Female
2637,Subscriber,1985.0,Male
3232,Subscriber,1982.0,Female
45,Subscriber,1995.0,Male
1200,Subscriber,1996.0,Male
378,Subscriber,1987.0,Male
2917,Customer,1987.0,Male
1914,Subscriber,,
157,Subscriber,1992.0,Male
3442,Customer,,
3114,Subscriber,1989.0,Male
425,Customer,1987.0,Female
2545,Customer,1992.0,Female
1718,Customer,1985.0,Male
2263,Subscriber,1965.0,Female
3728,Subscriber,1982.0,Male
2890,Customer,,
3802,Subscriber,1957.0,Male
1110,Subscriber,1963.0,Male
2289,Subscriber,1967.0,Male
1392,Customer,1981.0,Male
3438,Subscriber,1993.0,Female
1276,Subscriber,1996.0,Male
335,Subscriber,1992.0,Male
3150,Subscriber,1973.0,Female
1576,Subscriber,1981.0,Female
1676,Subscriber,1994.0,Male
2513,Customer,,
174,Customer,,
2501,Customer,,
3131,Subscriber,1973.0,Male
2171,Customer,,
2739,Subscriber,1967.0,Male
895,Subscriber,1992.0,Female
1343,Subscriber,1957.0,Male
976,Subscriber,1952.0,Male
3235,Subscriber,1973.0,Male
175,Subscriber,1967.0,Male
2245,Subscriber,1974.0,Male
4066,Subscriber,1977.0,Male
1564,Subscriber,1987.0,Female
3144,Subscriber,1997.0,Male
2066,Subscriber,1985.0,Female
2477,Subscriber,1997.0,Male
2063,Subscriber,1982.0,Male
990,Subscriber,1974.0,Male
698,Subscriber,1990.0,Male
3084,Subscriber,1991.0,Male
2269,Subscriber,1981.0,Male
2481,Subscriber,1995.0,Male
1585,Subscriber,1971.0,Male
2592,Subscriber,1989.0,Male
2869,Subscriber,1981.0,Other
4028,Subscriber,1994.0,Male
1968,Subscriber,1982.0,Male
3545,Subscriber,1993.0,Male
1193,Subscriber,1994.0,Male
1827,Subscriber,1995.0,Male
638,Subscriber,1981.0,Male
3112,Subscriber,1979.0,Male
1902,Subscriber,1988.0,Male
2086,Subscriber,1985.0,Male
2400,Subscriber,,
372,Subscriber,1957.0,Male
3406,Customer,1988.0,Male
1450,Subscriber,1986.0,Male
3524,Subscriber,1989.0,Female
2544,Subscriber,1988.0,Female
1534,Subscriber,1955.0,Male
522,Subscriber,1981.0,Male
2783,Subscriber,1991.0,Male
2069,Subscriber,1972.0,Male
905,Subscriber,1990.0,Female
1176,Subscriber,1996.0,Other
3414,Customer,1974.0,Female
210,Subscriber,1994.0,Male
314,Customer,1986.0,Male
2540,Subscriber,1995.0,Male
3467,Subscriber,1967.0,Male
874,Subscriber,1998.0,Male
1989,Customer,1985.0,Male
799,Subscriber,1979.0,Male
3307,Customer,1992.0,Male
2403,Subscriber,1993.0,Female
401,Subscriber,2000.0,Male
2855,Subscriber,1984.0,Other
1734,Subscriber,1957.0,Male
647,Subscriber,1975.0,Male
3642,Subscriber,1994.0,Female
1643,Subscriber,1950.0,Male
1174,Subscriber,1995.0,Female
3482,Subscriber,1981.0,Male
2369,Subscriber,1992.0,Male
1560,Customer,1995.0,Male
952,Subscriber,1982.0,Male
3471,Customer,1971.0,Male
1142,Subscriber,1994.0,Male
3696,Subscriber,1976.0,Female
2132,Subscriber,1975.0,Male
1773,Subscriber,1985.0,Male
1653,Subscriber,1981.0,Female
2955,Subscriber,1992.0,Male
1930,Customer,1988.0,Male
1956,Subscriber,1960.0,Male
2226,Subscriber,1968.0,Male
2489,Subscriber,1990.0,Male
3181,Subscriber,1996.0,Male
1108,Subscriber,1991.0,Male
3537,Customer,1985.0,Male
779,Customer,1994.0,Male
1284,Customer,1966.0,Female
2755,Subscriber,1988.0,Male
673,Subscriber,1987.0,Male
495,Subscriber,1960.0,Male
3255,Subscriber,1975.0,Male
451,Subscriber,1985.0,Male
529,Subscriber,1994.0,Male
1644,Subscriber,1996.0,Male
1865,Subscriber,1984.0,Female
2387,Subscriber,1989.0,Male
3520,Customer,,
2157,Subscriber,1994.0,Male
2839,Subscriber,,
3489,Customer,1995.0,Female
404,Subscriber,1996.0,Female
1854,Subscriber,1995.0,Female
951,Subscriber,1996.0,Male
3689,Subscriber,1990.0,Male
816,Subscriber,1982.0,Female
2013,Subscriber,1995.0,Male
3609,Subscriber,1968.0,Male
997,Subscriber,1965.0,Female
1459,Subscriber,1983.0,Male
185,Subscriber,1990.0,Female
3152,Subscriber,,
1316,Customer,1989.0,Male
3730,Subscriber,1989.0,Female
1404,Subscriber,1985.0,Female
419,Customer,1980.0,Male
1851,Subscriber,1994.0,Female
207,Subscriber,1982.0,Female
739,Subscriber,1988.0,Male
262,Subscriber,1995.0,Male
192,Customer,1993.0,Male
1772,Subscriber,1995.0,Male
752,Subscriber,1987.0,Female
3748,Subscriber,1984.0,Female
2769,Subscriber,1987.0,Male
1969,Subscriber,1995.0,Male
449,Customer,1980.0,Male
1201,Subscriber,1999.0,Male
2134,Subscriber,1993.0,Male
2284,Subscriber,1998.0,Male
3462,Customer,,
2657,Customer,,
832,Customer,1991.0,Male
3678,Customer,1998.0,Male
2310,Customer,1998.0,Male
